"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,
"Tanzania","738","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"12.6210886395761","14.3865433881825","13.016721460329","13.4584261277039","14.9473041741051","12.8020109513716","11.5038972265791","11.6215905888605","11.5937712600191","11.9628203334535","12.8825988878899","13.5887229242805","14.5891747531159","15.0375806276986","14.2342734583771","16.3863462701673","16.1664957635547","15.115243207336","15.0608639577513","15.5184121103115","15.5799689216583","15.0325467606725","14.3771351758546","13.9822148477813","14.8274213559617","15.4145508600384","14.674293842646","14.6425705394318","14.5692751332521","14.4150529101772","15.3801171649967","15.9043634429412","16.3294514222778","16.5335968951459","16.5949954814108","16.6127570337494",
"Thailand","578","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,"20.7110112847848","19.9536462463481","17.6294437617251","17.454740401666","17.5540045286704","19.0556711563783","18.9898118898039","20.2640627827907","20.4374130921684","21.7528026781667","20.6055745871899","20.2190007029498","20.0273586926396","19.5078626167452","20.9391529915339","21.2075428016505","21.3908187627498","22.1510749080046","21.3850890122389","22.314582965352","21.9191751884856","21.0967683930947","21.4162705112561","21.0049046960823","20.6519821944607","20.2241391727416","20.0465793284309","20.5229248838168","20.6159399315851","20.6159832410867","20.6159832410866","20.6159832410867",
"Turkey","186","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,,,"32.3691733454814","29.6738150361897","30.8561202222928","30.4379232301692","31.3633208325508","33.3428927653909","31.5180280440424","31.5511131172817","32.0498739073593","32.4627591682912","32.4413254400292","32.3335810099077","32.4774119625585","31.6416206151484","31.9372871260505","32.5052227211335","31.1628498413591","30.8229707350706","30.9605216060609","28.8543713903503","27.3394548133197","29.0654698579423","27.8128774700367","28.1490350946183","28.1753844690518","28.1980401211964","28.1350679544267",
"Uganda","746","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,"13.2464704757961","13.4748264298866","14.6053230534019","15.2123895927357","14.6930594312764","15.4898438739513","15.9354319283744","14.3012241879288","13.0577765349447","12.4169388891417","10.9510013940308","10.1466012348585","10.7793380993484","11.1315992037637","10.7322834240758","10.112148660234","10.8245899843572","12.6044737179069","12.4110739770814","12.7318447152998","13.159548658699","13.4694849450487","13.9161449224395","14.0651072837899","15.0891826435502","15.4300484469328","15.8805781874112","16.8683144704131","18.4269747205915","19.130518011122",
"Ukraine","926","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,"33.8014189694753","35.4437143968639","34.3978625408588","30.8033566527658","32.2785017816179","33.6450874247696","36.0411301903571","37.9883881766705","37.2031304865569","41.9169984340376","43.2220411918818","41.6908237472725","43.9740528928536","42.351759333062","43.3781197132338","42.9387588067917","44.6653268492435","43.3252024641038","40.3139148507702","41.8836727069791","38.326042055158","39.2912718162609","39.7977900597933","39.4207624020094","39.6821555036854","36.939968243312",,,,,,,
"United Kingdom","112","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","33.0938101725897","32.3663277777398","31.1234952956519","31.7201143927838","32.6006647695575","32.0343374769944","32.8003275298267","34.0548803086792","34.5640469495283","35.3402822030041","34.9372998617366","33.9819177106296","33.9575545449495","34.8589917560922","35.2569488502889","35.4785802608751","35.7349900481169","35.6541227157183","34.3671650226058","35.4059527538542","35.9557810110637","35.9081072759541","36.2335659772858","35.4113344156848","35.485982931069","35.871782640216","36.4306105973698","36.279399185055","36.0383153688473","36.160429244864","36.8883000007222","36.9914249718091","36.2641618088317","36.2426731250217","36.0538326508384","34.471872942575","35.1270584231203",
"United States","111","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,,,,"29.8770164057425","29.2664568867319","29.4755047709475","30.8529204245659","31.6556501346304","31.6487071869009","30.5316032322603","28.2218323600209","28.7700989602282","29.0804100713314","29.1089612063529","31.2914658564497","31.3795338355932","31.6600850542609","31.1793571577579","30.8046073782221","30.1427426603303","30.2698221086812","30.8042022135806","31.4578770507576","33.437159393698","32.0313367044806","31.4522922472481","31.1846833591925","31.5818725387174","31.8323055881765",
"Uzbekistan","927","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"25.1413237536091","27.6086500385456","22.6325959404733","27.6136571569196","33.4909832016373","29.7854785750912","32.0910519116544","30.7349198202708","29.1951860339731","27.33866669605","28.3126234788054","26.6662119172419","25.6650547276033","24.5480640131889","27.4369294883507","28.3878773157891","32.4558130586797","29.2946533821356","28.9667812055223","28.7616564460561","29.8143112997076","27.3784224224939","26.7632794630118","24.2896001848164","24.0080076027384","23.500914466107","26.9050332413662","26.9586313502528","25.600091075941","25.9562726969508","29.6584044965327","27.6066451585817","27.8868925032552","28.2173508224126","28.5015884716185","28.8902352440825",
"Vietnam","582","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,"15.4564066257987","16.1829900190731","16.9998564895077","17.8923334775401","19.6375096651407","19.2910511108349","19.6715254635818","20.7344171163061","20.5579395360285","20.9328178865278","20.1504932959301","21.4696857225094","20.3228630540636","18.0041984652434","18.4929976783448","17.7382389315035","19.1903698994848","19.0667058323746","19.5652998778789","19.5472483699364","19.6481141422967","18.5706532478328","18.6198157053731","16.6382240328592","16.6713469625945","16.8291721567674","17.0804331629676","17.358139555846","17.6761824548732",
"Yemen, Republic of","474","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","18.9812186314809","13.7251265693674","12.9668006082916","11.1547860439373","18.3879616480014","29.7798068405362","32.7220784625964","26.4991200134093","28.3085278314957","37.7759453788253","33.276196813551","30.2273633697851","31.1159173714066","32.0096431037375","34.9474100210659","38.5548990037672","33.1663460552352","36.7152783527879","25.003917651659","26.1450398885522","25.3332181004914","29.9028295464421","23.900181308959","23.6439942187798","10.680387863471","7.56130841643519","3.48790725564661","6.41693813966582","7.32175852295574","6.63307767698075","7.0619700713567","10.3688371378265","11.4506844765074","13.6065089899187","14.7425345439085","15.6534461013977","15.9031912367972",
"Zambia","754","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,,,"22.0702466204916","23.0718120769218","21.9990265987244","20.7641067648525","20.079402362726","36.6042817609486","18.8860500719977","18.7895104190609","15.7499664709487","15.6336876930641","17.7436176543688","18.694528376964","17.6292086265468","18.8947671238586","18.7699665918685","18.2367471514484","17.4748688420726","19.4239007358911","20.413153268205","20.2987499879769","23.1904752767979","21.3360368812804","20.6359257800642","21.3546879130894","21.6259202167378","21.7989904074115","22.0952735392926",
"Emerging Market and Middle-Income Asia ","503","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","17.4368348637678","16.289086143818","15.1456705926098","14.8596843752839","14.6237112728252","14.5346379378975","14.6023267678601","13.9649790806318","14.7632365047627","15.0804505369477","16.28063054684","16.6907768477365","17.0784965161622","17.5188530676657","17.9133049078386","18.4666937396419","19.2446174287497","21.6433343027167","21.9900340651212","22.4895379858922","24.4386864937171","25.3428669310034","25.3575995112416","25.6362877619214","26.3228368710931","26.0913311661621","26.2228522880065","26.3015143021147","25.5562629641384","23.6127648552029","24.6437570786331","23.2750202815159","23.8778793357817","23.9738277301533","24.1173035655339","24.2463092835219","24.3638262263096",
"Emerging Market and Middle-Income Economies ","035","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,"19.0589710689522","18.9409267518893","20.0656483178083","22.5544277926017","22.378997464215","22.1064204215744","21.836791710004","23.2002365566234","23.0095935945956","23.1603629319397","24.0298159748522","24.8937438514652","26.7280613931612","27.36779909582","27.3614456435124","29.5205520330378","26.7506924049311","27.4264309592145","28.7992937807703","29.3075134575237","28.8894424577996","28.2516867365419","27.2216033878911","26.8313698567713","27.1096055370318","27.5640973240807","27.0289998368645","24.9915597439962","25.7788757495983","25.0850451417539","25.3070544491628","25.2799090678769","25.281733778187","25.2861072380881","25.3217846218813",
"Euro Area","163","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"46.0006553459409","46.6930871074714","46.3200908566046","45.6634984109144","46.0310027358406","46.0129002071149","45.7471813532428","46.1347510303484","45.6207740493429","44.9265563689921","44.5327903796201","44.4409656794908","44.1394369767484","44.3848759492101","44.8280972071509","44.9546832934296","44.672540764441","44.7068733409901","44.5933888718147","45.1766599050074","46.2610992025946","46.8829757346232","46.8137548128202","46.4359768462634","46.2624075029606","46.1970712766512","46.4358827305179","46.2656410912555","46.3994064602824","47.2359440177388","46.8684910343065","46.4294836915608","46.0595912898262","45.8896913341972","45.7302387782986","45.6163223544703",
"G7","119","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"38.6252141945387","37.6670559032146","37.2349301560998","37.3904296298182","37.9520561367519",,,,,"34.9811176329783","33.6219610355127","33.7036253063625","34.0542376159735","34.8652440464292","35.6347334745544","36.009686297973","35.5776817732139","34.1719618295469","34.0497579454494","34.6662519251362","34.767575448636","36.2366111280974","36.4308832895797","36.2614786640925","35.983813004943","35.8951261904167","35.7740129750306","35.5991853153688","36.0938980463241","36.7455593313921","37.4400859749918","36.3634925698232","36.0055425088513","35.8419789447575","35.9269651316829","36.1000959217472",
"Advanced Economies","110","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"38.9687318969021","38.1106660725087","37.6698964097641","37.2638980852644","37.6924654269955","37.8081370156769","38.2151435295666","38.0685754646288","37.5476797011387","35.3247512986933","34.1834121717835","34.4002551576797","34.7529338143146","35.4790291136365","36.1475459471919","36.5370324196306","36.1382867884351","34.7757743378812","34.5755203450258","35.1530627753351","35.2744084912071","36.470930417182","36.5077146432767","36.134033396651","35.9719296193629","35.9200775837205","35.9014370956339","35.7078835237447","36.107697227734","36.8861318086483","37.3568983639317","36.4360980797982","36.1083732172505","35.9289631517591","35.9657605209391","36.0716119176894",
"Emerging Market and Middle-Income Europe ","EMEUR","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,"35.4037897141437","34.3629528845015","35.4026334978015","35.0063587065847","34.8152096759019","34.4692084160374","36.1971235312245","36.7412342071313","36.7357044842932","36.7125657389412","34.2134077048754","34.1457752144664","35.2124826513816","35.1347436627473","34.4440438233888","34.3690191004548","33.413666641828","33.7713035404965","33.7908518689403","35.2212372027604","35.2451734605455","34.5113737628556","35.0101942562085","33.5900752625026","33.6791604133792","33.7729707057427","34.009047904685","33.9542781491474","33.9161675103905",
"Emerging Market and Middle-Income Latin America ","EMFLAT","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,"19.9233099893415",,"25.92727946445","25.6276823012801","24.8255458528197","24.0387230481938","23.6122005585236","23.3961455450971","23.8436097025609","25.585301380649","26.1305677615906","27.5539565129744","28.2429262577189","28.6170002635434","30.6651125923332","28.5085827040365","29.8976031598168","30.2781024393234","29.9427558444273","29.6130727282047","28.4307660658808","26.4842608263487","27.1609233044657","27.1070068657906","26.8645093129496","27.1048235537772","25.8429280904625","26.8972115498542","27.8677150560291","27.1910987005049","27.0961161040592","26.860773683898","26.7956837659553","26.8315954259441",
"Advanced G20","148","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"38.3574561941718","37.4363198050018","37.0187516091083","36.3492161605646","36.8109364598463",,,,,"34.6330781467665","33.2817962906765","33.384058472257","33.6959261133012","34.436002194861","35.1542765122412","35.5282049116882","35.1174562373975","33.7650540633866","33.5297051129567","34.0964465940651","34.2498793492388","35.579645931946","35.7294490703476","35.5812235687422","35.3719538961435","35.2984939376081","35.2482808988774","35.0778237261105","35.5686569735994","36.2830047192831","36.9190305228484","35.8961047793109","35.5568972946811","35.4010068640774","35.4921211267047","35.6438239560207",
"Emerging G20","149","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,"16.4268161121783",,"20.0952577671813","20.3652538376843","20.9093183930088","19.8955685354059","21.3368780980443","21.5889699767682","21.6552889235989","22.6942790207623","23.5778628883844","25.1285118088111","25.7566816352985","25.9045080037906","28.4097247748249","26.0583804221157","26.9662764320952","28.5520972239653","28.9419599813688","28.5663987681849","28.1641437881394","27.4550253702376","27.5183730754171","27.6862329172189","27.844825303073","27.3252208040496","25.3703599769273","26.3816804781798","25.2978374178293","25.5546891823346","25.6005519967729","25.6717107537844","25.7463476253179","25.8266844836275",
"Low-Income Developing Asia ","230","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","11.057536277443","10.6934178364035","11.7354010660885","11.651079926144","11.4022864516388","9.49350400122019","9.71380857877252","11.5826840834661","11.2619417075143","11.7280732441487","11.8730549022217","12.434071264455","13.0238931178007","13.0732926696916","13.6985353694191","14.6126054310785","14.6135003661208","15.1558570658386","14.4484540185336","15.3414389862348","14.9769865125819","15.1981758442645","15.967234784084","15.7692441785578","15.4623487388769","14.9938752257172","14.889472987881","15.3773372677455","14.9599512839141","14.4008383007978","14.5570132734565","13.916467230956","13.9974619976283","14.0698356697091","14.1335287970999","14.2347952023586","14.28313168462",
"Low-Income Developing Latin America","231","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,"12.6436100924381","13.9331046751642","14.5127827578681","16.6977060298449","15.6166536674906","16.1523774730665","17.4251615518108","17.9449789130104","18.5789821742331","18.6095048188087","19.0991253688312","19.5959741666437","18.2662372787404","19.0537252695615","19.7921016628432","20.2018330485478","19.738263399087","19.9360446528542","20.5944212009061","21.7623145776678","21.4088380564081","20.9440897020721","21.2194127266002","19.7143111123347","20.4715948581203","20.3293","20.3908","20.6371","20.6812","20.9593","21.0742",
"Low-Income Oil Producers","235","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","17.9921084706941","21.1613959098657","17.9112669657089","12.5327091721961","16.2875102053769","16.4192648768675","15.9430714275105","11.3709546240986","20.0651513368409","29.6685649121709","28.308797415656","21.8742501893986","22.2060637073267","24.3763558296698","23.8492716610394","23.0397350261966","18.8998637334518","22.3200896508499","12.0723332180846","14.6087819954607","19.4922995707174","16.8973898848499","13.565719414845","12.8245522091534","8.15142565011035","6.09613731574784","7.15953421842352","9.21047534930769","8.61821454223799","7.39296222117118","8.12718918181059","9.70058597359554","9.78751573936903","9.30589877439775","8.8789727262767","8.55156129642604","8.36525931214229",
"Low-Income Developing Others ","234","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","18.8550035396251","17.2173111940213","16.6604183762956","14.4550895317674","20.8417755913989","25.5172098453231","23.9769940528032","23.1991203530861","23.3288968705812","24.1459496010859","21.4466166928216","19.7991811116685","21.0466799327425","22.4498527695184","23.336820843025","24.6705296329055","23.454503588266","26.5965243933739","22.602169843218","23.4420835338386","23.0883229886222","24.1952807590075","21.8691037319134","21.3523547870245","18.0879409970143","17.2360182943328","17.1760751583157","20.6982569385757","20.3774905217675","19.2323031037824","20.1981665380372","21.5174161206393","21.0634715515545","21.5616634072672","22.0064630192803","22.30668655363","22.5567453437648",
"Low-Income Developing Sub-Saharan Africa","232","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"16.0482696676891",,"13.229419757179","15.4306502594487","13.5827720735945","13.4963255847291","11.1572483100355","13.6279400919134","17.6018449806559","18.5102016356275","16.1983839424984","16.7261849868891","18.4025954387972","18.3358455998844","20.6823905077878","16.7740329278306","18.1642468957425","13.2269051266823","14.6763722545975","17.4373935206329","16.2488690382788","14.5531796071503","14.3069122460117","12.3664566596545","11.7548426389225","12.7622436802218","13.2516285789818","13.033599459375","12.3076166893405","13.1618773138689","13.5946593163073","13.676826483922","13.5341978013296","13.394504601681","13.232127425258","13.1190658970372",
"Argentina","213","Cyclically adjusted balance (% of potential GDP)","GGCB_G01_PGDP_PT","Value",,,,"-1.67394388667112","-1.09394716321245","-2.37269146610002","-2.61086755071539","-3.26752930672007","-4.49299523602588","-4.36450824719405","-5.58320213410476","0.416122548128171","2.68889151970808","4.33360345853191","3.22139001373183","1.21544496740989","-0.55622450524692","-0.76991770639723","0.320009415411895","-1.32690032355192","-3.74436291450029","-2.93975651550155","-3.61447580491907","-3.43210428245981","-6.20368434194915","-5.98550722922885","-7.17973354476721","-4.9700952279093","-3.42944591416494","-5.08333203885823","-3.57897549045336","-3.47969221324038","-3.32053848411225","-3.49611633417376","-2.56539981309006","-2.03792968130713","-1.49657492144879",
"Argentina","213","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,"-0.209678468048593","0.546661589951009","-0.51255607726428","-0.388713493733458","-0.704678791245149","-1.27158614967418","-0.503055905327364","-1.33566611374929","2.39438239753749","4.38097747944864","5.56563073746208","5.04134629552797","2.8784651452848","1.31729825420708","0.796164550496872","1.57847254122695","-0.472662364160564","-2.55287854057437","-1.62077305783184","-2.99448910529111","-2.69586997634478","-4.61257555772024","-4.1241419409969","-4.68376164030978","-1.81318152777619","0.501104082879173","-2.85075828630638","-1.80822429619345","-1.90071797514951","-1.38209257339436","-0.507090698572614","0.474847662608555","1.39498431216645","1.96370296470492",
"Australia","193","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,"-2.12601290876824","-2.15564614686199","-1.18199040255683","0.0941140825667219","1.19894786980971","1.83683273342579","1.58474937197066","1.941813842374","2.00444757858354","0.849644192086132","0.961779186198953","1.31994950915607","1.19963337753395","1.4636231022117","1.33065365191616","0.970867748976945","-1.36735313621528","-4.4352604852812","-4.67645071257933","-3.93551004878039","-2.80182985760331","-1.95686336505603","-1.89669655221409","-1.66111837040346","-1.33450424125931","-0.715209511310835","-0.293731141796454","-3.22918485515609","-7.0724032173742","-5.28301019163417","-2.40834587286299","-1.65192329276051","-1.08535228200237","-0.343967534199102","0.416093953164951","0.650493126959716",
"Austria","122","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,,"-0.640574199092322","0.920242203164815","-0.0609155793394493","-0.45695574309572","-0.271742823635118","1.6146917907481","0.388500681771121","1.88524183375176","-2.12762978763951","0.123392082107103","-0.770486168391041","-0.654607963760961","-0.841683660565298","-2.37830985880545","-1.88673169518869","-1.06585691361257","-0.412467521639294","0.386220935255757","-0.191492796354582","1.37770915852609","0.423157387095461","0.533487160612398","0.403295437317171","0.445741371705668","-3.93545028462209","-3.8029253001574","-2.0405838345893","-0.469796890892997","-0.245221474704318","-0.183909450838779","-0.170855511010349","-0.291865945906705",
"Belgium","124","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","2.58099042429904","1.99656288688387","3.6940747756726","4.07714327366686","4.24647652028872","4.72564440562799","5.35243302896704","6.29579674367931","5.71448632400867","5.56521539850785","6.05842318728553","5.35497950483218","3.59303798473116","4.25420792503117","1.30056813507588","3.79145269572205","2.77018936440067","1.92671981315936","-1.06594274957322","-0.607207073506161","-1.03739555303159","-0.685388841890909","0.732915355226587","0.693991998119191","0.791995514105724","0.703501790655651","1.97533126954562","1.32183229685662","-0.304828444075954","-5.75040626728135","-3.83228817648264","-3.72692667585454","-3.54982873037631","-3.71777686426822","-3.58418799155554","-3.73698921398575","-3.67449143743589",
"Brazil","223","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,,,"5.1572538714994","7.10215740445137","8.03204587218276","3.18745152643548","3.7645585679807","-2.26357303560763","4.4884793316814","4.30566002674857","4.5286678084788","3.87406540988362","3.31827878109168","3.43447325268774","2.61129639031577","0.546677481492661","1.82283587383666","0.871558029357205","0.344059749483259","-2.1379035668161","-1.9513316785812","-1.40747533838728","-0.869553120636735","-1.03716984512062","-0.456495912416182","-7.7153290713515","1.0823897650976","0.830929299915535","-0.832407352615549","-0.331127382429974","0.198645437877011","0.586549635441878","0.964897905404179",
"Canada","156","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value","-2.49263296020356","-2.95682169945174","-2.93688707951241","-1.99531125337223","0.00265032500792756","2.68453717076276","4.96633486797301","4.97951245836451","5.43260356764903","4.78758791333656","3.12852055884369","2.07087385215979","1.86251898561932","2.28025887085701","2.20620229140503","1.83028743383866","1.66091367552983","-0.0284974330682339","-1.43340270876326","-3.17344893112114","-2.55801324428704","-1.65977735657316","-1.00970609713408","0.0633502805299102","0.644558610882426","0.506140497546979","-0.0728210265280167","0.217438178096257","-0.0354130402012776","-9.23922768428749","-4.85833677177065","-2.88856669508262","-1.41904386691872","-0.728842102272165","-0.683113057038588","-0.770399259741958","-0.749274429570303",
"Chile","228","Cyclically adjusted primary balance (% of potential GDP)","GGCBP_G01_PGDP_PT","Value",,,,,,,,,,,,"0.816394258997284","1.34624514877438","1.56192201677459","1.56644530008931","1.55460667534781","0.870483894688091","-1.36747187001073","-3.10581583678665","-1.87944125111759","-0.917393386293477","-0.265637204819992","-0.448973203341342","-0.363053028397724","0.698854145345446","-0.690630046092558","-1.66256500896307","-1.15787431835179","-1.35778409513734","-1.73962189047777","-11.4436549684858","-2.40829847505442","-1.52610917386934","-0.690747121173282","-0.13937564251416","0.529734789152165","0.537909933940042",
