,Country Name,Country Code,Indicator Name,Indicator Code,Year,Feature Value
57,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1908,50.6608516087701
58,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1909,49.9855739055431
59,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1910,52.6771863361789
60,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1911,52.4119335760453
61,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1912,50.1973048818209
62,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1913,49.1928654932558
63,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1914,51.9463089652462
64,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1915,55.7129095897892
65,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1916,52.7184581946282
66,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1917,55.817567791043
67,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1918,51.7650222047024
68,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1919,47.2805589328414
69,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1920,45.0407817419229
70,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1921,66.8505380107426
71,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1922,59.0466967463583
72,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1923,67.7345088679082
73,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1924,60.0025363628141
74,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1925,56.5013128456943
75,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1926,56.6839045799939
76,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1927,55.2101631575824
77,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1928,47.4524703424379
78,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1929,42.533895183486
79,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1930,42.9242576527822
80,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1931,45.170377636942
81,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1932,45.7532785652261
82,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1933,33.6241128327064
83,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1934,31.8189465197786
84,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1935,31.2123290460545
85,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1936,30.4866084175495
86,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1937,29.3763151303971
87,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1938,28.1352060568904
88,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1939,27.6390531149952
89,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1940,23.6411581558176
90,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1941,20.6062056838671
91,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1942,21.8595233133712
92,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1943,21.8405075086819
93,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1944,24.1630345256972
94,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1945,24.5960978891315
95,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1946,22.3227019785422
96,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1947,19.8476913309356
97,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1948,19.4030869999035
98,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1949,19.0934848237686
99,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1950,18.7544821442222
100,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1951,17.3757461864896
101,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1952,17.1627448055181
102,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1953,17.0510531919789
103,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1954,16.8472307546466
104,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1955,16.1521093136194
105,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1956,15.1539017641472
106,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1957,14.2954230366781
107,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1958,16.8944477038723
108,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1959,16.5004146599411
109,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1960,16.4402413279463
110,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1961,17.1372401706462
111,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1962,18.7238253142253
112,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1963,20.8225890196312
113,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1964,21.9316918941895
114,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1965,20.3809615476227
115,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1966,20.2471514139864
116,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1967,18.4868453136033
117,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1968,17.1726828588963
118,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1969,16.8111200357489
119,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1970,16.4672133009941
120,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1971,15.7248308750539
121,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1972,14.5065316549699
122,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1973,13.5829636681967
123,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1974,13.5038251401281
124,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1975,19.1667501320296
125,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1976,24.5259382117236
126,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1977,26.8756607793361
127,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1978,29.8913266186709
128,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1979,33.5185413305552
129,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1980,29.5519254475551
130,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1981,37.4116668501774
131,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1982,40.9172180066186
132,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1983,44.4451667866091
133,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1984,48.7945862531642
134,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1985,56.5330810557192
135,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1986,56.8917138087162
136,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1987,54.4615910576945
137,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1988,54.0748256015656
138,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1989,52.6901890061813
139,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1990,53.3217649719751
140,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1991,55.6933031961991
141,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1992,50.022870194011
142,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1993,54.6264525832607
143,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1994,57.3930293196161
144,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1995,59.0965333360204
145,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1996,58.2075061818455
146,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1997,54.3413030088219
147,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1998,50.2724764782359
148,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,1999,49.4322500830093
149,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2000,48.358602161787
150,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2001,51.0680351463798
151,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2002,53.6799241291215
152,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2003,55.7001604646317
153,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2004,57.4594653966984
154,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2005,62.5329460043517
155,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2006,61.618800425216
156,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2007,68.4390825930903
157,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2008,71.6663332178859
158,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2009,83.609401088177
159,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2010,96.1833185365076
160,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2011,111.389678797878
161,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2012,126.209890062282
162,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2013,129.00084417095
163,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2014,130.165394937574
164,Portugal,182,Debt to GDP Ratio,GGXWDG_GDP,2015,128.97682231548
165,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1990,10.7181248133771
166,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1991,17.6452745849298
167,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1992,16.6229519977005
168,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1993,37.5332053742802
169,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1994,44.1658681965503
170,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1995,42.3242995071231
171,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1996,49.5461062590975
172,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1997,48.0218947573193
173,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1998,63.3667934637021
174,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,1999,74.3990911307663
175,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2000,52.5429632150481
176,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2001,59.0870764411028
177,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2002,47.5923046365133
178,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2003,39.0877527053687
179,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2004,29.0349300505575
180,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2005,19.1710619343455
181,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2006,13.4308008176489
182,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2007,8.92750765116215
183,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2008,11.0957338119037
184,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2009,35.9723028433702
185,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2010,41.842259845913
186,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2011,35.5688120924906
187,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2012,36.5630944984474
188,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2013,32.5992402675852
189,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2014,31.6763380484276
190,Qatar,453,Debt to GDP Ratio,GGXWDG_GDP,2015,39.7600435218704
191,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1990,1.02666
192,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1991,2.69522
193,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1992,11.0975
194,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1993,11.6796
195,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1994,14.4377
196,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1995,18.6408
197,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1996,20.9683
198,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1997,23.7352
199,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1998,23.2511
200,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,1999,25.1578
201,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2000,23.7217
202,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2001,27.192395324152
203,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2002,27.3183515691542
204,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2003,24.023513655338
205,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2004,20.9811471547866
206,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2005,17.5450137836639
207,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2006,12.5363288005365
208,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2007,12.6516438780953
209,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2008,13.387073367523
210,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2009,23.3475566615242
211,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2010,30.5353382991082
212,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2011,33.8743140118196
213,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2012,37.6304845764959
214,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2013,38.8260679952812
215,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2014,40.4954092214626
216,Romania,968,Debt to GDP Ratio,GGXWDG_GDP,2015,39.3041252479721
217,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1885,80.6554247534203
218,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1886,87.1452702702703
219,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1887,78.4675072744908
220,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1888,73.1916578669483
221,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1889,77.7598118477142
222,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1890,74.9558823529412
223,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1891,80.5902038332826
224,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1892,75.714475608135
225,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1893,74.2004264392324
226,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1894,78.1690975927902
227,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1895,85.631067961165
228,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1896,78.9473684210526
229,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1897,69.134321849106
230,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1898,59.8079161816065
231,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1899,55.764579414136
232,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1900,56.6593687283342
233,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1901,56.4618086040386
234,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1902,52.4057422306357
235,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1903,55.5220883534137
236,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1904,53.3081855903433
237,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1905,62.2153455526462
238,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1906,68.0069378744875
239,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1907,64.7735708982925
240,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1908,58.7637763909175
241,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1909,56.0384376937384
242,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1910,52.4877935363869
243,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1911,52.82774075603
244,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1912,45.1869611794113
245,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1913,48.7910786539031
246,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1992,116.0
247,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1993,92.4
248,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1994,63.5
249,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1995,53.7
250,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1996,51.9
251,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1997,54.7
252,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1998,73.1
253,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,1999,88.7
254,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2000,55.7122837414325
255,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2001,44.3139425978729
256,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2002,37.4721450545673
257,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2003,28.2549958426697
258,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2004,20.7696783838296
259,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2005,14.8091201957035
260,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2006,9.77649767991868
261,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2007,8.01024550009798
262,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2008,7.42542891479877
263,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2009,9.89047094854029
264,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2010,10.5597839084988
265,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2011,10.9132451451554
266,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2012,11.7610407773257
267,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2013,13.0755160405933
268,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2014,15.8939509988441
269,Russian Federation,922,Debt to GDP Ratio,GGXWDG_GDP,2015,16.423031942607
270,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1970,5.45295
271,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1971,6.36802
272,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1972,8.68999
273,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1973,10.0614
274,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1974,9.58759
275,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1975,8.51935
276,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1976,10.0664
277,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1977,11.2767
278,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1978,13.2605
279,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1979,12.4258
280,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1980,12.8327
281,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1981,12.3916
282,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1982,14.2068
283,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1983,16.1124
284,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1984,18.5527
285,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1985,20.2825
286,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1986,23.1158
287,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1987,28.9559
288,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1988,30.0141
289,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1989,28.5349
290,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1990,36.72
291,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1991,49.8284
292,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1992,52.029
293,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1993,56.2752
294,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1994,99.2985
295,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1995,119.511808759649
296,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1996,98.9830612092653
297,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1997,85.6741678080115
298,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1998,83.1503613966429
299,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,1999,92.9571551058458
300,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2000,102.512450906982
301,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2001,98.6459144999391
302,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2002,107.90063247384
303,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2003,100.616723149902
304,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2004,90.8055181746916
305,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2005,70.6652813953861
306,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2006,26.5773035885201
307,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2007,26.709372166122
308,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2008,20.9038724485949
309,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2009,22.3661269878905
310,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2010,22.5565192836897
311,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2011,23.061182631757
312,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2012,21.461119345233
313,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2013,28.6843823863927
314,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2014,31.1269149297379
315,Rwanda,714,Debt to GDP Ratio,GGXWDG_GDP,2015,37.2938942262645
316,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1970,8.66345
317,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1971,7.77326
318,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1972,14.0736
319,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1973,21.1479
320,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1974,24.3767
321,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1975,27.9511
322,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1976,36.2327
323,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1977,46.2051
324,Samoa,862,Debt to GDP Ratio,GGXWDG_GDP,1978,53.2621
