,Country Name,Country Code,Indicator Name,Indicator Code,Year,Feature Value,filename
43,Mexico,273,Gender Inequality Index,GE_GII,2009,0.397329062223434,GENDER
44,Mexico,273,Gender Inequality Index,GE_GII,2010,0.396467179059982,GENDER
45,Mexico,273,Gender Inequality Index,GE_GII,2011,0.396157562732697,GENDER
46,Mexico,273,Gender Inequality Index,GE_GII,2012,0.372871369123459,GENDER
47,Mexico,273,Gender Inequality Index,GE_GII,2013,0.372370839118958,GENDER
48,Moldova,921,Gender Inequality Index,GE_GII,1997,0.461861073970795,GENDER
49,Moldova,921,Gender Inequality Index,GE_GII,1998,0.428550124168396,GENDER
50,Moldova,921,Gender Inequality Index,GE_GII,1999,0.399294286966324,GENDER
51,Moldova,921,Gender Inequality Index,GE_GII,2000,0.392309725284576,GENDER
52,Moldova,921,Gender Inequality Index,GE_GII,2001,0.348513871431351,GENDER
53,Moldova,921,Gender Inequality Index,GE_GII,2002,0.332363933324814,GENDER
54,Moldova,921,Gender Inequality Index,GE_GII,2003,0.325114220380783,GENDER
55,Moldova,921,Gender Inequality Index,GE_GII,2004,0.301354497671127,GENDER
56,Moldova,921,Gender Inequality Index,GE_GII,2005,0.269899278879166,GENDER
57,Moldova,921,Gender Inequality Index,GE_GII,2006,0.283388465642929,GENDER
58,Moldova,921,Gender Inequality Index,GE_GII,2007,0.288020700216293,GENDER
59,Moldova,921,Gender Inequality Index,GE_GII,2008,0.293146699666977,GENDER
60,Moldova,921,Gender Inequality Index,GE_GII,2009,0.294357717037201,GENDER
61,Moldova,921,Gender Inequality Index,GE_GII,2010,0.311991512775421,GENDER
62,Moldova,921,Gender Inequality Index,GE_GII,2011,0.292510420084,GENDER
63,Moldova,921,Gender Inequality Index,GE_GII,2012,0.272445321083069,GENDER
64,Moldova,921,Gender Inequality Index,GE_GII,2013,0.249699950218201,GENDER
65,Mongolia,948,Gender Inequality Index,GE_GII,1990,0.37897589802742,GENDER
66,Mongolia,948,Gender Inequality Index,GE_GII,1991,0.390132933855057,GENDER
67,Mongolia,948,Gender Inequality Index,GE_GII,1992,0.401660591363907,GENDER
68,Mongolia,948,Gender Inequality Index,GE_GII,1993,0.409148812294006,GENDER
69,Mongolia,948,Gender Inequality Index,GE_GII,1994,0.41731983423233,GENDER
70,Mongolia,948,Gender Inequality Index,GE_GII,1995,0.426885813474655,GENDER
71,Mongolia,948,Gender Inequality Index,GE_GII,1996,0.435475170612335,GENDER
72,Mongolia,948,Gender Inequality Index,GE_GII,1997,0.447429686784744,GENDER
73,Mongolia,948,Gender Inequality Index,GE_GII,1998,0.442022234201431,GENDER
74,Mongolia,948,Gender Inequality Index,GE_GII,1999,0.4362852871418,GENDER
75,Mongolia,948,Gender Inequality Index,GE_GII,2000,0.413286834955215,GENDER
76,Mongolia,948,Gender Inequality Index,GE_GII,2001,0.40297195315361,GENDER
77,Mongolia,948,Gender Inequality Index,GE_GII,2002,0.39178141951561,GENDER
78,Mongolia,948,Gender Inequality Index,GE_GII,2003,0.384944051504135,GENDER
79,Mongolia,948,Gender Inequality Index,GE_GII,2004,0.405218452215195,GENDER
80,Mongolia,948,Gender Inequality Index,GE_GII,2005,0.399343371391296,GENDER
81,Mongolia,948,Gender Inequality Index,GE_GII,2006,0.395626604557037,GENDER
82,Mongolia,948,Gender Inequality Index,GE_GII,2007,0.391024500131607,GENDER
83,Mongolia,948,Gender Inequality Index,GE_GII,2008,0.417303711175919,GENDER
84,Mongolia,948,Gender Inequality Index,GE_GII,2009,0.419784277677536,GENDER
85,Mongolia,948,Gender Inequality Index,GE_GII,2010,0.416925191879272,GENDER
86,Mongolia,948,Gender Inequality Index,GE_GII,2011,0.414727866649628,GENDER
87,Mongolia,948,Gender Inequality Index,GE_GII,2012,0.32736212015152,GENDER
88,Mongolia,948,Gender Inequality Index,GE_GII,2013,0.323025077581406,GENDER
89,Morocco,686,Gender Inequality Index,GE_GII,1990,0.807207465171814,GENDER
90,Morocco,686,Gender Inequality Index,GE_GII,1991,0.808139443397522,GENDER
91,Morocco,686,Gender Inequality Index,GE_GII,1992,0.783722460269928,GENDER
92,Morocco,686,Gender Inequality Index,GE_GII,1993,0.766427755355835,GENDER
93,Morocco,686,Gender Inequality Index,GE_GII,1994,0.750807166099548,GENDER
94,Morocco,686,Gender Inequality Index,GE_GII,1995,0.738668859004974,GENDER
95,Morocco,686,Gender Inequality Index,GE_GII,1996,0.726104557514191,GENDER
96,Morocco,686,Gender Inequality Index,GE_GII,1997,0.71564906835556,GENDER
97,Morocco,686,Gender Inequality Index,GE_GII,1998,0.709718465805054,GENDER
98,Morocco,686,Gender Inequality Index,GE_GII,1999,0.704300761222839,GENDER
99,Morocco,686,Gender Inequality Index,GE_GII,2000,0.701909780502319,GENDER
100,Morocco,686,Gender Inequality Index,GE_GII,2001,0.70590728521347,GENDER
101,Morocco,686,Gender Inequality Index,GE_GII,2002,0.562243700027466,GENDER
102,Morocco,686,Gender Inequality Index,GE_GII,2003,0.550694346427917,GENDER
103,Morocco,686,Gender Inequality Index,GE_GII,2004,0.543370842933655,GENDER
104,Morocco,686,Gender Inequality Index,GE_GII,2005,0.540084183216095,GENDER
105,Morocco,686,Gender Inequality Index,GE_GII,2006,0.538191974163055,GENDER
106,Morocco,686,Gender Inequality Index,GE_GII,2007,0.536250114440918,GENDER
107,Morocco,686,Gender Inequality Index,GE_GII,2008,0.535906434059143,GENDER
108,Morocco,686,Gender Inequality Index,GE_GII,2009,0.536215126514435,GENDER
109,Morocco,686,Gender Inequality Index,GE_GII,2010,0.532181739807129,GENDER
110,Morocco,686,Gender Inequality Index,GE_GII,2011,0.503967225551605,GENDER
111,Morocco,686,Gender Inequality Index,GE_GII,2012,0.502639591693878,GENDER
112,Morocco,686,Gender Inequality Index,GE_GII,2013,0.498253434896469,GENDER
113,Mozambique,688,Gender Inequality Index,GE_GII,1990,0.668796360492706,GENDER
114,Mozambique,688,Gender Inequality Index,GE_GII,1991,0.663051128387451,GENDER
115,Mozambique,688,Gender Inequality Index,GE_GII,1992,0.657320380210876,GENDER
116,Mozambique,688,Gender Inequality Index,GE_GII,1993,0.653121292591095,GENDER
117,Mozambique,688,Gender Inequality Index,GE_GII,1994,0.649110436439514,GENDER
118,Mozambique,688,Gender Inequality Index,GE_GII,1995,0.645299136638641,GENDER
119,Mozambique,688,Gender Inequality Index,GE_GII,1996,0.641623675823212,GENDER
120,Mozambique,688,Gender Inequality Index,GE_GII,1997,0.63816624879837,GENDER
121,Mozambique,688,Gender Inequality Index,GE_GII,1998,0.641188561916351,GENDER
122,Mozambique,688,Gender Inequality Index,GE_GII,1999,0.638377845287323,GENDER
123,Mozambique,688,Gender Inequality Index,GE_GII,2000,0.63525527715683,GENDER
124,Mozambique,688,Gender Inequality Index,GE_GII,2001,0.63899838924408,GENDER
125,Mozambique,688,Gender Inequality Index,GE_GII,2002,0.642188787460327,GENDER
126,Mozambique,688,Gender Inequality Index,GE_GII,2003,0.640056908130646,GENDER
127,Mozambique,688,Gender Inequality Index,GE_GII,2004,0.629536330699921,GENDER
128,Mozambique,688,Gender Inequality Index,GE_GII,2005,0.626789450645447,GENDER
129,Mozambique,688,Gender Inequality Index,GE_GII,2006,0.623819231987,GENDER
130,Mozambique,688,Gender Inequality Index,GE_GII,2007,0.620674252510071,GENDER
131,Mozambique,688,Gender Inequality Index,GE_GII,2008,0.617007553577423,GENDER
132,Mozambique,688,Gender Inequality Index,GE_GII,2009,0.605921387672424,GENDER
133,Mozambique,688,Gender Inequality Index,GE_GII,2010,0.601716995239258,GENDER
134,Mozambique,688,Gender Inequality Index,GE_GII,2011,0.597708106040955,GENDER
135,Mozambique,688,Gender Inequality Index,GE_GII,2012,0.593625843524933,GENDER
136,Mozambique,688,Gender Inequality Index,GE_GII,2013,0.589383125305176,GENDER
137,Burma,518,Gender Inequality Index,GE_GII,2010,0.435005098581314,GENDER
138,Burma,518,Gender Inequality Index,GE_GII,2011,0.440670728683472,GENDER
139,Burma,518,Gender Inequality Index,GE_GII,2012,0.401488065719604,GENDER
140,Burma,518,Gender Inequality Index,GE_GII,2013,0.394608497619629,GENDER
141,Namibia,728,Gender Inequality Index,GE_GII,1990,0.607217848300934,GENDER
142,Namibia,728,Gender Inequality Index,GE_GII,1991,0.590254426002502,GENDER
143,Namibia,728,Gender Inequality Index,GE_GII,1992,0.575929880142212,GENDER
144,Namibia,728,Gender Inequality Index,GE_GII,1993,0.562567710876465,GENDER
145,Namibia,728,Gender Inequality Index,GE_GII,1994,0.551119267940521,GENDER
146,Namibia,728,Gender Inequality Index,GE_GII,1995,0.540714740753174,GENDER
147,Namibia,728,Gender Inequality Index,GE_GII,1996,0.532784581184387,GENDER
148,Namibia,728,Gender Inequality Index,GE_GII,1997,0.525541007518768,GENDER
149,Namibia,728,Gender Inequality Index,GE_GII,1998,0.524139642715454,GENDER
150,Namibia,728,Gender Inequality Index,GE_GII,1999,0.5225710272789,GENDER
151,Namibia,728,Gender Inequality Index,GE_GII,2000,0.514841854572296,GENDER
152,Namibia,728,Gender Inequality Index,GE_GII,2001,0.510833382606506,GENDER
153,Namibia,728,Gender Inequality Index,GE_GII,2002,0.506871342658997,GENDER
154,Namibia,728,Gender Inequality Index,GE_GII,2003,0.500374555587769,GENDER
155,Namibia,728,Gender Inequality Index,GE_GII,2004,0.499473333358765,GENDER
156,Namibia,728,Gender Inequality Index,GE_GII,2005,0.492158174514771,GENDER
157,Namibia,728,Gender Inequality Index,GE_GII,2006,0.485090047121048,GENDER
158,Namibia,728,Gender Inequality Index,GE_GII,2007,0.477565705776215,GENDER
159,Namibia,728,Gender Inequality Index,GE_GII,2008,0.467213481664658,GENDER
160,Namibia,728,Gender Inequality Index,GE_GII,2009,0.456348925828934,GENDER
161,Namibia,728,Gender Inequality Index,GE_GII,2010,0.4497329890728,GENDER
162,Namibia,728,Gender Inequality Index,GE_GII,2011,0.440376460552216,GENDER
163,Namibia,728,Gender Inequality Index,GE_GII,2012,0.430184662342072,GENDER
164,Namibia,728,Gender Inequality Index,GE_GII,2013,0.420497834682465,GENDER
165,Nepal,558,Gender Inequality Index,GE_GII,1990,0.709672093391418,GENDER
166,Nepal,558,Gender Inequality Index,GE_GII,1991,0.709462523460388,GENDER
167,Nepal,558,Gender Inequality Index,GE_GII,1992,0.709279596805573,GENDER
168,Nepal,558,Gender Inequality Index,GE_GII,1993,0.708661377429962,GENDER
169,Nepal,558,Gender Inequality Index,GE_GII,1994,0.708136916160584,GENDER
170,Nepal,558,Gender Inequality Index,GE_GII,1995,0.707619547843933,GENDER
171,Nepal,558,Gender Inequality Index,GE_GII,1996,0.707564055919647,GENDER
172,Nepal,558,Gender Inequality Index,GE_GII,1997,0.707737147808075,GENDER
173,Nepal,558,Gender Inequality Index,GE_GII,1998,0.702785193920136,GENDER
174,Nepal,558,Gender Inequality Index,GE_GII,1999,0.673597455024719,GENDER
175,Nepal,558,Gender Inequality Index,GE_GII,2000,0.668021976947784,GENDER
176,Nepal,558,Gender Inequality Index,GE_GII,2001,0.661897361278534,GENDER
177,Nepal,558,Gender Inequality Index,GE_GII,2002,0.65568470954895,GENDER
178,Nepal,558,Gender Inequality Index,GE_GII,2003,0.64902526140213,GENDER
179,Nepal,558,Gender Inequality Index,GE_GII,2004,0.642008602619171,GENDER
180,Nepal,558,Gender Inequality Index,GE_GII,2005,0.634677290916443,GENDER
181,Nepal,558,Gender Inequality Index,GE_GII,2006,0.627603471279144,GENDER
182,Nepal,558,Gender Inequality Index,GE_GII,2007,0.564356803894043,GENDER
183,Nepal,558,Gender Inequality Index,GE_GII,2008,0.517941176891327,GENDER
184,Nepal,558,Gender Inequality Index,GE_GII,2009,0.508501768112183,GENDER
185,Nepal,558,Gender Inequality Index,GE_GII,2010,0.498643308877945,GENDER
186,Nepal,558,Gender Inequality Index,GE_GII,2011,0.491862177848816,GENDER
187,Nepal,558,Gender Inequality Index,GE_GII,2012,0.484735310077667,GENDER
188,Nepal,558,Gender Inequality Index,GE_GII,2013,0.479173272848129,GENDER
189,Netherlands,138,Gender Inequality Index,GE_GII,1990,0.129883497953415,GENDER
190,Netherlands,138,Gender Inequality Index,GE_GII,1991,0.124339945614338,GENDER
191,Netherlands,138,Gender Inequality Index,GE_GII,1992,0.117460161447525,GENDER
192,Netherlands,138,Gender Inequality Index,GE_GII,1993,0.1113266274333,GENDER
193,Netherlands,138,Gender Inequality Index,GE_GII,1994,0.104803301393986,GENDER
194,Netherlands,138,Gender Inequality Index,GE_GII,1995,0.0989039167761803,GENDER
195,Netherlands,138,Gender Inequality Index,GE_GII,1996,0.0969173833727837,GENDER
196,Netherlands,138,Gender Inequality Index,GE_GII,1997,0.0954262614250183,GENDER
197,Netherlands,138,Gender Inequality Index,GE_GII,1998,0.0922904312610626,GENDER
198,Netherlands,138,Gender Inequality Index,GE_GII,1999,0.0952492281794548,GENDER
199,Netherlands,138,Gender Inequality Index,GE_GII,2000,0.0995840802788734,GENDER
200,Netherlands,138,Gender Inequality Index,GE_GII,2001,0.0960415899753571,GENDER
201,Netherlands,138,Gender Inequality Index,GE_GII,2002,0.0956564173102379,GENDER
202,Netherlands,138,Gender Inequality Index,GE_GII,2003,0.0824367105960846,GENDER
203,Netherlands,138,Gender Inequality Index,GE_GII,2004,0.0739728733897209,GENDER
204,Netherlands,138,Gender Inequality Index,GE_GII,2005,0.0648174062371254,GENDER
205,Netherlands,138,Gender Inequality Index,GE_GII,2006,0.0613519810140133,GENDER
206,Netherlands,138,Gender Inequality Index,GE_GII,2007,0.0542488060891628,GENDER
207,Netherlands,138,Gender Inequality Index,GE_GII,2008,0.0531929843127728,GENDER
208,Netherlands,138,Gender Inequality Index,GE_GII,2009,0.0535213761031628,GENDER
209,Netherlands,138,Gender Inequality Index,GE_GII,2010,0.0562244318425655,GENDER
210,Netherlands,138,Gender Inequality Index,GE_GII,2011,0.0571327656507492,GENDER
211,Netherlands,138,Gender Inequality Index,GE_GII,2012,0.0606018863618374,GENDER
212,Netherlands,138,Gender Inequality Index,GE_GII,2013,0.0600090064108372,GENDER
213,New Zealand,196,Gender Inequality Index,GE_GII,1990,0.283590167760849,GENDER
214,New Zealand,196,Gender Inequality Index,GE_GII,1991,0.269857496023178,GENDER
215,New Zealand,196,Gender Inequality Index,GE_GII,1992,0.257326781749725,GENDER
216,New Zealand,196,Gender Inequality Index,GE_GII,1993,0.243489220738411,GENDER
217,New Zealand,196,Gender Inequality Index,GE_GII,1994,0.228981599211693,GENDER
218,New Zealand,196,Gender Inequality Index,GE_GII,1995,0.215082839131355,GENDER
219,New Zealand,196,Gender Inequality Index,GE_GII,1996,0.205559104681015,GENDER
220,New Zealand,196,Gender Inequality Index,GE_GII,1997,0.197830811142921,GENDER
221,New Zealand,196,Gender Inequality Index,GE_GII,1998,0.194219440221787,GENDER
222,New Zealand,196,Gender Inequality Index,GE_GII,1999,0.190522059798241,GENDER
223,New Zealand,196,Gender Inequality Index,GE_GII,2000,0.184240818023682,GENDER
224,New Zealand,196,Gender Inequality Index,GE_GII,2001,0.181638985872269,GENDER
225,New Zealand,196,Gender Inequality Index,GE_GII,2002,0.182472750544548,GENDER
226,New Zealand,196,Gender Inequality Index,GE_GII,2003,0.184822365641594,GENDER
227,New Zealand,196,Gender Inequality Index,GE_GII,2004,0.186586827039719,GENDER
228,New Zealand,196,Gender Inequality Index,GE_GII,2005,0.180039331316948,GENDER
229,New Zealand,196,Gender Inequality Index,GE_GII,2006,0.181058794260025,GENDER
230,New Zealand,196,Gender Inequality Index,GE_GII,2007,0.180110439658165,GENDER
231,New Zealand,196,Gender Inequality Index,GE_GII,2008,0.17551101744175,GENDER
232,New Zealand,196,Gender Inequality Index,GE_GII,2009,0.171882137656212,GENDER
233,New Zealand,196,Gender Inequality Index,GE_GII,2010,0.168615475296974,GENDER
234,New Zealand,196,Gender Inequality Index,GE_GII,2011,0.159432947635651,GENDER
235,New Zealand,196,Gender Inequality Index,GE_GII,2012,0.151549845933914,GENDER
236,New Zealand,196,Gender Inequality Index,GE_GII,2013,0.146859481930733,GENDER
237,Estonia,939,Gender Inequality Index,GE_GII,1997,0.34316149353981,GENDER
238,Estonia,939,Gender Inequality Index,GE_GII,1998,0.332456558942795,GENDER
239,Estonia,939,Gender Inequality Index,GE_GII,1999,0.286419481039047,GENDER
240,Estonia,939,Gender Inequality Index,GE_GII,2000,0.270357012748718,GENDER
241,Estonia,939,Gender Inequality Index,GE_GII,2001,0.262928813695908,GENDER
242,Estonia,939,Gender Inequality Index,GE_GII,2002,0.255733013153076,GENDER
243,Estonia,939,Gender Inequality Index,GE_GII,2003,0.251924812793732,GENDER
244,Estonia,939,Gender Inequality Index,GE_GII,2004,0.249803081154823,GENDER
245,Estonia,939,Gender Inequality Index,GE_GII,2005,0.24651512503624,GENDER
246,Estonia,939,Gender Inequality Index,GE_GII,2006,0.23504650592804,GENDER
247,Estonia,939,Gender Inequality Index,GE_GII,2007,0.216886073350906,GENDER
248,Estonia,939,Gender Inequality Index,GE_GII,2008,0.194385156035423,GENDER
249,Estonia,939,Gender Inequality Index,GE_GII,2009,0.163246750831604,GENDER
250,Estonia,939,Gender Inequality Index,GE_GII,2010,0.156960919499397,GENDER
251,Estonia,939,Gender Inequality Index,GE_GII,2011,0.160743400454521,GENDER
252,Estonia,939,Gender Inequality Index,GE_GII,2012,0.15427553653717,GENDER
253,Estonia,939,Gender Inequality Index,GE_GII,2013,0.157073006033897,GENDER
254,Fiji,819,Gender Inequality Index,GE_GII,1997,0.514422059059143,GENDER
255,Fiji,819,Gender Inequality Index,GE_GII,1998,0.511695146560669,GENDER
256,Fiji,819,Gender Inequality Index,GE_GII,1999,0.452673643827438,GENDER
257,Fiji,819,Gender Inequality Index,GE_GII,2000,0.465952277183533,GENDER
258,Fiji,819,Gender Inequality Index,GE_GII,2001,0.486965477466583,GENDER
259,Fiji,819,Gender Inequality Index,GE_GII,2002,0.484770834445953,GENDER
260,Fiji,819,Gender Inequality Index,GE_GII,2003,0.485039323568344,GENDER
261,Fiji,819,Gender Inequality Index,GE_GII,2004,0.461996853351593,GENDER
262,Fiji,819,Gender Inequality Index,GE_GII,2005,0.462094604969025,GENDER
263,Fiji,819,Gender Inequality Index,GE_GII,2006,0.457012534141541,GENDER
264,Fiji,819,Gender Inequality Index,GE_GII,2007,0.452025711536407,GENDER
265,Fiji,819,Gender Inequality Index,GE_GII,2008,0.446290731430054,GENDER
266,Fiji,819,Gender Inequality Index,GE_GII,2009,0.440365672111511,GENDER
267,Fiji,819,Gender Inequality Index,GE_GII,2010,0.434811025857925,GENDER
268,Fiji,819,Gender Inequality Index,GE_GII,2011,0.429828315973282,GENDER
269,Fiji,819,Gender Inequality Index,GE_GII,2012,0.424712091684341,GENDER
270,Fiji,819,Gender Inequality Index,GE_GII,2013,0.41999939084053,GENDER
271,Finland,172,Gender Inequality Index,GE_GII,1990,0.116588607430458,GENDER
272,Finland,172,Gender Inequality Index,GE_GII,1991,0.113037005066872,GENDER
273,Finland,172,Gender Inequality Index,GE_GII,1992,0.10956110060215,GENDER
274,Finland,172,Gender Inequality Index,GE_GII,1993,0.105658032000065,GENDER
275,Finland,172,Gender Inequality Index,GE_GII,1994,0.101740002632141,GENDER
276,Finland,172,Gender Inequality Index,GE_GII,1995,0.0977900177240372,GENDER
277,Finland,172,Gender Inequality Index,GE_GII,1996,0.0946332812309265,GENDER
278,Finland,172,Gender Inequality Index,GE_GII,1997,0.0914181917905808,GENDER
279,Finland,172,Gender Inequality Index,GE_GII,1998,0.0925490781664848,GENDER
280,Finland,172,Gender Inequality Index,GE_GII,1999,0.0881149023771286,GENDER
281,Finland,172,Gender Inequality Index,GE_GII,2000,0.0897738412022591,GENDER
282,Finland,172,Gender Inequality Index,GE_GII,2001,0.0907888486981392,GENDER
283,Finland,172,Gender Inequality Index,GE_GII,2002,0.0911511480808258,GENDER
284,Finland,172,Gender Inequality Index,GE_GII,2003,0.0883519873023033,GENDER
285,Finland,172,Gender Inequality Index,GE_GII,2004,0.0863175392150879,GENDER
286,Finland,172,Gender Inequality Index,GE_GII,2005,0.0839513093233109,GENDER
287,Finland,172,Gender Inequality Index,GE_GII,2006,0.0817106515169144,GENDER
288,Finland,172,Gender Inequality Index,GE_GII,2007,0.0759089440107346,GENDER
289,Finland,172,Gender Inequality Index,GE_GII,2008,0.0763159319758415,GENDER
290,Finland,172,Gender Inequality Index,GE_GII,2009,0.0769866704940796,GENDER
291,Finland,172,Gender Inequality Index,GE_GII,2010,0.0775563344359398,GENDER
292,Finland,172,Gender Inequality Index,GE_GII,2011,0.0753490701317787,GENDER
293,Finland,172,Gender Inequality Index,GE_GII,2012,0.0748809054493904,GENDER
294,Finland,172,Gender Inequality Index,GE_GII,2013,0.0720866322517395,GENDER
295,France,132,Gender Inequality Index,GE_GII,1990,0.24028854072094,GENDER
296,France,132,Gender Inequality Index,GE_GII,1991,0.227989554405212,GENDER
297,France,132,Gender Inequality Index,GE_GII,1992,0.216724708676338,GENDER
298,France,132,Gender Inequality Index,GE_GII,1993,0.207239598035812,GENDER
299,France,132,Gender Inequality Index,GE_GII,1994,0.198491379618645,GENDER
300,France,132,Gender Inequality Index,GE_GII,1995,0.190055534243584,GENDER
301,France,132,Gender Inequality Index,GE_GII,1996,0.182772845029831,GENDER
302,France,132,Gender Inequality Index,GE_GII,1997,0.176031976938248,GENDER
303,France,132,Gender Inequality Index,GE_GII,1998,0.175129354000092,GENDER
304,France,132,Gender Inequality Index,GE_GII,1999,0.174137145280838,GENDER
305,France,132,Gender Inequality Index,GE_GII,2000,0.173496320843697,GENDER
306,France,132,Gender Inequality Index,GE_GII,2001,0.175443977117538,GENDER
307,France,132,Gender Inequality Index,GE_GII,2002,0.170218035578728,GENDER
308,France,132,Gender Inequality Index,GE_GII,2003,0.167409032583237,GENDER
309,France,132,Gender Inequality Index,GE_GII,2004,0.16720812022686,GENDER
310,France,132,Gender Inequality Index,GE_GII,2005,0.166163548827171,GENDER
311,France,132,Gender Inequality Index,GE_GII,2006,0.163946911692619,GENDER
312,France,132,Gender Inequality Index,GE_GII,2007,0.136094629764557,GENDER
313,France,132,Gender Inequality Index,GE_GII,2008,0.133084312081337,GENDER
314,France,132,Gender Inequality Index,GE_GII,2009,0.126842573285103,GENDER
315,France,132,Gender Inequality Index,GE_GII,2010,0.12254174053669,GENDER
316,France,132,Gender Inequality Index,GE_GII,2011,0.11500596255064,GENDER
317,France,132,Gender Inequality Index,GE_GII,2012,0.0862388834357262,GENDER
318,France,132,Gender Inequality Index,GE_GII,2013,0.0842440500855446,GENDER
319,Gabon,646,Gender Inequality Index,GE_GII,1990,0.575565159320831,GENDER
320,Gabon,646,Gender Inequality Index,GE_GII,1991,0.577804446220398,GENDER
321,Gabon,646,Gender Inequality Index,GE_GII,1992,0.578934967517853,GENDER
322,Gabon,646,Gender Inequality Index,GE_GII,1993,0.580594718456268,GENDER
323,Gabon,646,Gender Inequality Index,GE_GII,1994,0.581724166870117,GENDER
324,Gabon,646,Gender Inequality Index,GE_GII,1995,0.583058297634125,GENDER
325,Gabon,646,Gender Inequality Index,GE_GII,1996,0.585200607776642,GENDER
326,Gabon,646,Gender Inequality Index,GE_GII,1997,0.587774813175201,GENDER
327,Gabon,646,Gender Inequality Index,GE_GII,1998,0.586302816867828,GENDER
328,Gabon,646,Gender Inequality Index,GE_GII,1999,0.584845304489136,GENDER
329,Gabon,646,Gender Inequality Index,GE_GII,2000,0.578706443309784,GENDER
330,Gabon,646,Gender Inequality Index,GE_GII,2001,0.575600147247314,GENDER
331,Gabon,646,Gender Inequality Index,GE_GII,2002,0.572419583797455,GENDER
332,Gabon,646,Gender Inequality Index,GE_GII,2003,0.569634139537811,GENDER
333,Gabon,646,Gender Inequality Index,GE_GII,2004,0.566699326038361,GENDER
334,Gabon,646,Gender Inequality Index,GE_GII,2005,0.563805043697357,GENDER
335,Gabon,646,Gender Inequality Index,GE_GII,2006,0.547019183635712,GENDER
336,Gabon,646,Gender Inequality Index,GE_GII,2007,0.530733644962311,GENDER
337,Gabon,646,Gender Inequality Index,GE_GII,2008,0.527468681335449,GENDER
